# Taxon Label, Partition Group (0 or 1), Fiedler Value
T999,0,0.005789
T460,0,0.005789
T2200,0,0.005789
T2788,0,0.005789
T463,0,0.005759
T1173,0,0.005761
T400,0,0.005771
T1578,0,0.005771
T2999,0,0.005770
T2816,0,0.005770
T2790,0,0.005771
T1928,0,0.005771
T2536,0,0.004081
T1197,0,0.004077
T5,0,0.004077
T550,0,0.004077
T2778,0,0.004077
T2828,0,0.004077
T570,0,0.004143
T2352,0,0.004142
T739,0,0.004199
T2043,0,0.004166
T963,0,0.004166
T1028,0,0.004163
T1375,0,0.004164
T2531,0,0.004242
T650,0,0.004240
T1878,0,0.004253
T2956,0,0.004211
T1376,0,0.004211
T1528,0,0.004193
T1082,0,-0.018759
T973,0,-0.019065
T103,0,-0.019063
T2758,0,-0.019064
T390,0,-0.019064
T1448,0,-0.019063
T1190,0,-0.016497
T2685,0,-0.016506
T936,0,-0.016501
T1214,0,-0.016519
T1740,0,-0.016473
T2552,0,0.001077
T396,0,0.001077
T1905,0,0.001077
T1529,0,0.001076
T2364,0,0.001076
T588,0,0.001076
T319,0,0.001076
T2537,0,0.001076
T692,0,0.001076
T1853,0,0.001076
T1117,0,0.001076
T2749,0,0.001077
T1939,0,0.001078
T1210,0,0.001078
T3,0,0.001078
T2506,0,0.018422
T1916,0,0.018420
T2683,0,0.018419
T1661,0,0.018414
T2015,0,0.018417
T147,0,0.018417
T2563,0,0.018416
T1269,0,0.018416
T288,0,0.018416
T115,0,0.018416
T338,0,0.018416
T790,0,0.018416
T80,0,0.018419
T2528,0,0.018419
T2785,0,0.018418
T2798,0,0.018418
T1517,0,0.018418
T1471,0,0.018418
T2897,0,0.018416
T290,0,0.018416
T906,0,0.018413
T132,0,0.018413
T2081,0,0.018414
T2971,0,0.018219
T1359,0,0.018219
T567,0,0.018219
T968,0,0.018219
T418,0,0.014330
T94,0,0.014330
T675,0,0.014330
T1364,0,0.014330
T2881,0,0.014336
T537,0,0.014331
T314,0,0.014336
T767,0,0.014329
T773,0,0.014330
T714,0,0.005473
T2728,0,0.005472
T2060,0,0.005472
T913,0,0.005472
T69,0,0.005472
T2782,0,0.005472
T194,0,0.005472
T96,0,0.005472
T1513,0,0.005472
T361,0,0.005472
T503,0,0.005472
T527,0,0.005472
T1338,0,0.005473
T2885,0,0.005473
T2916,0,0.005473
T1062,0,0.005473
T1458,0,0.005474
T2848,0,0.005475
T1258,0,0.005475
T2943,0,0.005474
T2416,0,0.005474
T2240,0,0.005473
T2499,0,0.005474
T1756,0,0.005474
T1736,0,0.005473
T294,0,0.005476
T2652,0,0.009590
T2907,0,0.009590
T721,0,0.009590
T1693,0,0.009588
T1022,0,0.009588
T318,0,0.009588
T2857,0,0.009588
T1687,0,0.009588
T133,0,0.009588
T1464,0,0.009588
T352,0,0.009588
T2258,0,0.009588
T2884,0,0.009588
T301,0,0.009586
T1295,0,0.010470
T402,0,0.010468
T2853,0,0.010479
T1982,0,0.010478
T2340,0,0.010479
T581,0,0.010478
T1126,0,0.010475
T84,0,0.010476
T1026,0,0.010478
T935,0,0.010478
T2593,0,0.010478
T2362,0,0.010478
T2373,0,0.010478
T917,0,0.010478
T1097,0,0.010477
T1428,0,0.010477
T1444,0,0.010477
T2467,0,0.010476
T2304,0,0.010477
T2228,0,0.010474
T100,0,0.010489
