# Taxon Label, Partition Group (0 or 1), Fiedler Value
T415,1,-0.009001
T1286,1,-0.009001
T137,1,-0.009120
T901,1,-0.009001
T603,1,-0.009080
T1481,1,-0.009080
T1856,1,-0.009080
T1628,1,-0.009080
T2855,1,-0.009080
T2147,1,-0.009080
T669,1,-0.009080
T2492,1,-0.009041
T1289,1,-0.009041
T1713,1,-0.009041
T664,1,-0.009041
T416,1,-0.009041
T2309,1,-0.009080
T1523,1,-0.009080
T2547,1,-0.009080
T602,1,-0.009080
T2530,1,-0.009080
T1224,1,-0.009120
T530,1,-0.009080
T1753,1,-0.009120
T2562,1,-0.009120
T1977,1,-0.009120
T2032,1,-0.009120
T2936,1,-0.009120
T1143,1,-0.009120
T2296,1,-0.009041
T1868,1,-0.009041
T2419,1,-0.009041
T2578,1,-0.009041
T1517,1,-0.009041
T1696,1,-0.009080
T1459,1,-0.009080
T2599,1,-0.009080
T2507,1,-0.009080
T310,1,-0.009080
T804,1,-0.009080
T1362,1,-0.009080
T2118,1,-0.009080
T461,1,-0.009041
T2794,1,-0.009041
T302,1,-0.009041
T1325,1,-0.009041
T2916,1,-0.009041
T2974,1,-0.009041
T964,1,-0.009041
T2258,1,-0.009041
T1882,1,-0.009041
T188,1,-0.009041
T1520,1,-0.009041
T609,1,-0.009041
T1111,1,-0.009041
T1012,1,-0.008963
T1688,1,-0.009001
T36,1,-0.009041
T515,1,-0.009041
T1345,1,-0.009001
T1560,1,-0.009001
T1584,1,-0.009001
T743,1,-0.009001
T1426,1,-0.009001
T1666,1,-0.009041
T772,1,-0.009001
T2218,1,-0.009041
T1327,1,-0.009041
T684,1,-0.009001
T2091,1,-0.009001
T2051,1,-0.009001
T627,1,-0.009001
T635,1,-0.009001
T2935,1,-0.009041
T144,1,-0.009001
T2436,1,-0.009001
T1760,1,-0.009001
T2768,1,-0.009001
T1708,1,-0.009001
T2196,1,-0.009001
T2635,1,-0.009001
T1780,1,-0.009001
T1611,1,-0.009001
T2189,1,-0.009001
T1942,1,-0.009001
T1005,1,-0.009001
T2834,1,-0.009001
T2595,1,-0.009001
T2368,1,-0.009001
T403,1,-0.009001
T2653,1,-0.009080
T2573,1,-0.009080
T640,1,-0.009080
T2594,1,-0.009080
T93,1,-0.009080
T1114,1,-0.009080
T2658,1,-0.009080
T2326,1,-0.009080
T2346,1,-0.009080
T2069,1,-0.009080
T2754,1,-0.009080
T1573,1,-0.009080
T1316,1,-0.009080
T1936,1,-0.009080
T2105,1,-0.009080
T2213,1,-0.009080
T2747,1,-0.009080
T1246,1,-0.009080
T1777,1,-0.009080
T298,1,-0.009120
T1739,1,-0.009120
T2536,1,-0.009080
T58,1,-0.009080
T2892,1,-0.009120
T100,1,-0.009080
T1788,1,-0.009080
T2553,1,-0.009120
T732,1,-0.009080
T2543,1,-0.009120
T1168,1,-0.009080
T56,1,-0.009080
T2142,1,-0.009080
T2209,1,-0.009041
T2129,1,-0.009041
T528,1,-0.009041
T2035,1,-0.009041
T2329,1,-0.009041
T1806,1,-0.009041
T177,1,-0.009041
T319,1,-0.009041
T873,1,-0.009041
T835,1,-0.009041
T143,1,-0.009041
T564,1,-0.009041
T2489,1,-0.009041
T811,1,-0.009041
T2563,1,-0.009041
T1335,1,-0.009041
T2743,1,-0.009041
T295,1,-0.009080
T2301,1,-0.009080
T1710,1,-0.009080
T2716,1,-0.009080
T191,1,-0.009080
T2617,1,-0.009080
T1399,1,-0.009041
T2660,1,-0.009080
T2075,1,-0.009041
T442,1,-0.009041
T874,1,-0.009041
T824,1,-0.009041
T331,1,-0.009041
T971,1,-0.009041
T1655,1,-0.009041
T700,1,-0.009041
T1226,1,-0.009041
T1569,1,-0.009041
T1784,1,-0.009041
T2430,1,-0.009041
T2054,1,-0.009041
T1165,1,-0.009080
T1451,1,-0.009041
T2444,1,-0.009041
T1904,1,-0.009041
T1220,1,-0.009041
T813,1,-0.009041
T1671,1,-0.009041
T510,1,-0.009041
T1749,1,-0.009041
T2524,1,-0.009041
T977,1,-0.009041
T2590,1,-0.009041
T1014,1,-0.009041
T2063,1,-0.009041
T2266,1,-0.009041
T180,1,-0.009141
T1233,1,-0.009080
T2853,1,-0.009002
T1146,1,-0.009002
T1664,1,-0.009002
T1132,1,-0.009002
T740,1,-0.009002
T1579,1,-0.009080
T1098,1,-0.009080
T2230,1,-0.009120
T2457,1,-0.009080
T746,1,-0.009080
T2240,1,-0.009080
T1324,1,-0.009080
T359,1,-0.009080
T167,1,-0.009080
T1044,1,-0.009080
T2128,1,-0.009080
T494,1,-0.009080
T833,1,-0.009080
T2153,1,-0.009080
